names,calories,protein,fat,carbs,fiber
Lemon,29.0,1.1,0.3,9.32,2.8
Banh_mi,229.55103005106932,11.59282390879125,4.793258714390808,34.681966709771025,1.5573945328518939
Hu_tieu,0.0,0.0,0.0,0.0,0.0
